acreage,address,category,crops,date,email,link,name,phone,processed_products,profile,website
1800 acres Acres,"Route 1, 4473 55th Avenue SE
Medina, ND 58467, United States",Farm | ,"Grains,Barley,Rye,Wheat,Fodder And Grassland,Fodder Crops,Oil Crops,Flax",2015-10-23,,https://web.archive.org/web/20151023082837/http://www.biodynamicfood.org:80/biodynamic/kirschenmann-family-farms,Kirschenmann Family Farms,515-292-6287,,"Kirschenmann Family Farms is a diversified small grain and livestock farm located in South Central North Dakota.  It began its transition to an organic farm in 1976 and became certified Biodynamic in 1982.  The farm has a long-standing relationship with Rockwell Organic which markets most of its grain and now has a Biodynamic wheat flour on the market made exclusively from our farm's wheat.
Cropped: 870 acres Acres
Total Acreage: 1800 acres Acres",
175 Acres,"4285 North Pacific Highway (99w)
Rickreall, OR 97371, United States",Vineyard | Winery | ,"Fruit,Grapes For Wine,Fodder And Grassland,Fodder Crops",2015-10-23,,https://web.archive.org/web/20151023083019/http://www.biodynamicfood.org:80/biodynamic/johan-vineyards,Johan Vineyards,866-379-6029,"Wine,Wine Red,Wine White","We are diligent. Our wines are inspired. We believe Oregon is a special place to make wine and we believe in our vineyards. We admire Burgundy, but we are not French and neither are our wines. We are not certain why we do everything we do, we can only say with confidence that we love wine and feel compelled to be involved.  The work of others in this field inspires us to continue our journey to produce Oregonian wines. In return we hope to inspire others with our work.
Rather than striving for a stylistic preference, we seek balance and energy in our wines. This energy is a mystery to us and we seek to understand and harness it. Our observations lead us to believe this energy exists in wines that are made from organic fruit sources combined with wild fermentations and minimal intervention. For this reason we farm our vineyards and craft our wines using organic and Biodynamic® methods.
We are educated in Enology, Viticulture, and International Business. Our training is used as a tool when needed. We work with determination, integrating our experience into the vineyard and winery to achieve harmony. Our method of work is largely philosophically based. Our decisions are guided by both instinct and observation. We believe that diversity in the biological ecosystem of the vineyard and winery is essential to achieve a true expression of terroir in wine.
Terroir is our guiding principle. We believe in letting nature take its course, but also view the dynamic of a vineyard and winery as being something that requires human involvement to form a unified system. Our goal is to understand and sustain the unity of this system in order to create original and compelling wines with a distinct sense of place. Our place is Johan Vineyards.
Cropped: 62 Acres
Total Acreage: 175 Acres",www.johanvineyards.com
,"13 Evergreen Road
Sandy Hook, CT 06482, USA",Organic Food Processor and Vendor | ,,2015-10-23,,https://web.archive.org/web/20151023082959/http://www.biodynamicfood.org:80/biodynamic/isis-biodynamic-r,ISIS Biodynamic®,(203) 426-5047,,"We are a small family run company owned and operated by Lynda Rockwell. Lynda’s first trip to the Northern Plains in 1982 resulted in her total dedication to the organic industry. For the past 30+ years Lynda has been working to supply domestic and export markets with organic and biodynamic® products. These efforts have supported not only the Northern Plains Sustainable Agricultural Society, that started as a small group of 35 farmers and since has grown to almost 600, but also many other organic farmers outside the group.
Jessica Rockwell joined the ISIS Biodynamic portion of the company in 2012. Jessica had grown up around the organic “buzz” at home and as an adult has come to realize the health and overall benefits of the organic lifestyle. A recent university graduate with a Bachelor’s degree in Marketing and an Associates degree in Merchandising, Jessica brings much knowledge, skill and enthusiasm to the business.
OUR BIODYNAMIC FARMER
Our farmer, Fred Kirschenmann, converted to Biodynamic® farming from organic farming in 1982. His farm, just West of the James River in North Dakota, has been certified Biodynamic by the Demeter® Association for over 31 years! Not only has Fred been a dedicated Biodynamic® farmer, but he has also been a strong public and private advocate of organic farming – working with universities, extension agencies, local and federal government agencies and many others to further the growth of organic farming locally and nationwide. He has written many publications, books and hundreds of speeches in support of soil building and other farming practices that the organic and Biodynamic® farms embrace.
OUR MILLER
Our miller is Gary Thelen of Freeport, Minnesota. Gary is a third generation miller who took over the 100+ year old historic flour mill from his father, Walter. The mill has been in his family since 1903 and was listed on the National Register of Historic Places. As a young man, Gary worked on the family farm and was married to Sharon in 1982. In 1985 he began to focus more on the milling operation and in 1998 he completely took over the mill. Since then Gary has been carrying on and growing the family business. On December 27, 2011, two days after Christmas, Gary’s entire historic mill burned to the ground. With much encouragement from family, friends and business associates Gary rebuilt a new mill on the same site and struggled to rebuild his business.
HOW THE PUZZLE FITS TOGETHER
In the Fall of 2011 Lynda had an idea . . . what a great gift it would be to bring a Biodynamic Whole Wheat Flour into the world. And, as she shared this dream with her daughter, Jessica, the question arose, “What’s holding you back?” This simple question was the beginning of our journey to ISIS Biodynamic.
Lynda began to seek out a stone-grinding flour mill and luckily, through a friend in the industry, was able to locate one. We needed a place to put it and thought of Gary back in Freeport trying to recover from the fire. We asked Gary if he would house the mill and make our flour. He agreed and the mill was installed, inspected and certified by the Demeter Association.
Meanwhile Lynda and Jess had been making periodic visits to the Stone Barns Center for Agriculture in New York to see Fred Kirschenmann. We mentioned to Fred that we had purchased a mill and wanted to make Biodynamic® Whole Wheat Flour from his Wheat. Fred loved the idea and agreed to grow the Wheat for us.
The rest is history, or should we say, the future! We are also delighted to have the opportunity to work with the Whole Foods Market team, and appreciate their dedication and support of providing Biodynamic® products nationwide.
We truly hope ISIS Biodynamic® brings something delicious and fruitful to your kitchen and life!",www.isisbiodynamic.com
30 acres Acres,"39615 Luckiamute Road
Philomath, OR 97370, United States",,"Fruit,Blackberries,Herbs And Spices,Calendula,Lavender,Medicinal Herbs,Other Crops,Hops",2015-10-23,,https://web.archive.org/web/20151023082826/http://www.biodynamicfood.org:80/biodynamic/hoskins-berry-farm,Hoskins Berry Farm,541-929-4376,"Vinegar And Mustard And Stock,Vinegar","Hoskins Berry Farm is a diversified farm in the coastal range of western Oregon. The farm has been Demeter certified Biodynamic® and Oregon Tilth certified Organic since 1987.
Over the years we have produced various berry crops (raspberries, strawberries, blackberries). Currently the farm produces numerous blackberry varieties and the production is processed on-farm generating a unique, award winning True Blackberry Vinegar. Our fruit production also is marketed as both fresh and frozen wholesale to processors and retailers.
In addition to producing the berries, the farm has always produced a range of medicinal herb crops  that rotate through the acreage, including the berry plantings. We have 2 commercial scale driers on-farm that dry herbs to order. Medicinal herbs are offered bulk wholesale both as fresh and dried.
The integration of the herb production with the production of fruit inspired the development of a unique Low Tillage Weed Control and Fertility System at Hoskins Berry Farm. Initiated by a Western SARE grant in the early 1990's the farm developed a ""mow and blow"" system where bulk organic materials are grown between the crop rows and then cut and blown into the crop row. This system has become the foundation of generating fertility on the farm and also serves as a primary on-farm source of weed control and water conservation.
Hoskins Berry Farm also supports (and is supported by) a herd of bright eyed Scottish Highland cattle, the off spring from which now adorn Biodynamic farms throughout the United States.
Cropped: 15 acres Acres
Total Acreage: 30 acres Acres",www.hoskinsberryfarm.com
,"6782 Sebastopol Ave. Suite 100
Sebastopol, CA 95472, United States",Retail/Wholesale | ,,2015-10-23,,https://web.archive.org/web/20151023082939/http://www.biodynamicfood.org:80/biodynamic/guayaki-srp,Guayaki SRP,888-482-9254,"Tea,Herbal Tea","Our passion is sharing the magical yerba mate and its mythical origins, while inspiring the most positive systematic changes for the people and forest along the way.
Our mission is to steward and restore 200,000 acres of South American Atlantic rainforest and create over 1,000 living wage jobs by 2020 by leveraging our Market Driven Restoration business model.
Our MARKET-DRIVEN-RESTORATION business model directly links our customer’s purchases to our partner farming communities in the South American Atlantic Rainforests. Our partners sustainably harvest organic yerba mate from rainforest grown cultivations and reforestation projects, generating a renewable income stream which enables these communities to improve their lives and restore their lands.",www.guayaki.com
,"309 East Decker Street
Viroqua, WI 54665, United States",,"Vegetables,Beetroot,Brussels Sprouts,Cabbage,Cabbage Red,Onions,Pepper Capsicum,Shallots,Turnips,Other Crops,Other Annual Crops",2015-10-24,,https://web.archive.org/web/20151024055642/http://www.biodynamicfood.org:80/biodynamic/ez-farming,EZ Farming,608-637-8890,,,
,"14000 Tomki Road
Redwood Valley, CA 95470, United States",Vineyard | Farm | Winery | ,"Fruit,Grapes For Wine",2015-10-23,,https://web.archive.org/web/20151023082756/http://www.biodynamicfood.org:80/biodynamic/frey-vineyards-ltd,"Frey Vineyards, Ltd.",707-485-5177,"Wine,Wine Red,Wine White","We have always been family-owned and operated, and today a third generation helps with the production of fine organic and Biodynamic® wines in a tradition of sustainability started 30 years ago. Our vineyards and winery are nestled on the slopes of Redwood Valley in Mendocino County, California, at the headwaters of the Russian River. All of our wines are made with no added sulfites. Our innovative winemaking techniques allow the wine to reveal its delicate and true flavors. Today, we are pleased that many more wineries and grape growers have become certified organic and Biodynamic®, for the health of our common environment as well as our customers.",www.freywine.com
,"56046 Riparbella
Pisa,  56046 Italy",Vineyard | Winery | ,,2015-10-23,,https://web.archive.org/web/20151023010329/http://www.biodynamicfood.org:80/biodynamic/duemani,Duemani,39 0583 975048,"Wine,Wine Red","Our life-long passion for wine has taken us on a journey and led us to a very special destination.  The site of Duemani is in essence the discovery of a new and promising winegrowing region which offers us  the elements we have searched for to make significant and exciting wines.  The structure of the soil is remarkable for its predominance of clay and stone – the resulting low soil fertility leading to greater character and complexity in our vine’s fruit. After an examination of the property and its unique position in the contour of a west-facing amphitheatre there emerged the sites of our three distinct vineyards.  The vineyard at the highest altitude and with the richest soil is the site of our Cabernet Franc vines.  Another lower vineyard continues with the same varietal and then evolves into rows of Merlot vines. The third and smallest vineyard, notably stony and arid, is the ‘heart’ of the estate and is planted to 7000 vines of alberello-trained Syrah.In June of 2005 we planted yet another hectare of vines that will bring the total figure to more than 7 hectares of high-density planted vineyards.
From the very beginning we have followed the principles of Biodynamic farming and since the 2004 harvest our estate’s production of grapes proudly carries the certification of organic and Demeter certified Biodynamic.",www.duemani.eu/
,"7 Great North Road
Parry Sound, Ontario P2A 2X8, Canada",Organic Food Processor and Vendor | ,,2015-10-23,,https://web.archive.org/web/20151023082745/http://www.biodynamicfood.org:80/biodynamic/crofters-food-ltd,Crofters Food Ltd.,(705) 746-6301,"Spreads,Fruit Spreads","Crofter’s Organic fruit spreads have been a family favorite for 25 years. Our jars hold the best tasting organic, Non-GMO Project Verified ingredients, and 1/3 less sugar than traditional preserves. Amazing fruit taste, better nutrition with only 30 calories per serving, and no preservatives or colors; just clean, organic fruity goodness. From source to spread, Crofter’s great taste shines, and makes every day perfectly sweet!
Our motivation behind producing Biodynamic® spreads stems from our belief that food should be produced organically, in the most sustainable way possible, and benefit the environment. Since the founding of Crofter’s Organic, John Warner, M.Sc., P.Ag, has been integral to shaping our quality management programs. Warner grew up on his family’s local Biodynamic® farm, and still works the farm today. Using his knowledge of Biodynamic® principles and degree in environmental toxicology, Warner shaped Crofter’s early organic system, long before there were standardized USDA Organic regulations. With Crofter’s Biodynamic® fruit spreads, we are really going back to our roots.",www.croftersorganic.com
,"5511 East Valley Road
Alfred Station, NY 14803",,,2015-10-22,,https://web.archive.org/web/20151022184814/http://www.biodynamicfood.org:80/biodynamic/yellow-barn-farm,Yellow Barn Farm,,,,
,"400 White Oak
Goldendale, WA 98620",,,2015-10-22,,https://web.archive.org/web/20151022184805/http://www.biodynamicfood.org:80/biodynamic/white-oak-woodland-farm,White Oak Woodland Farm,,,,
,"8707 Art Road
Cedar Grove, NC 27231",,,2015-10-22,,https://web.archive.org/web/20151022184805/http://www.biodynamicfood.org:80/biodynamic/whitted-bowers-farm,Whitted Bowers Farm,,,,
,"2830 Naches Heights Road
Yakima, WA 98908",,,2015-10-22,,https://web.archive.org/web/20151022184805/http://www.biodynamicfood.org:80/biodynamic/wilridge-vineyard,Wilridge Vineyard,,,,
,"14100 Powerhouse Road
Potter Valley, CA 95469",,,2015-10-22,,https://web.archive.org/web/20151022184759/http://www.biodynamicfood.org:80/biodynamic/vecino-vineyards,Vecino Vineyards,,,,
,"13139 Daisy Blue Mine Road
Nevada City, CA 95959",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/terra-flora-farm,Terra Flora Gardens,,,,
,"20 Palmer Avenue
Cottage Grove, OR 97424",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/territorial-seed-company,Territorial Seed Company,,,,
,"621 Old Route 17
Monticello, NY 12701",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/thanksgiving-farm,Thanksgiving Farm,,,,
,"18501 Greenwood Road
Philo, CA 95466",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/the-apple-farm,The Apple Farm,,,,
,"80 Ring Road
Copake, NY 12516",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/the-healing-plant,The Healing Plant,,,,
,"5 Hamilton Landing
Novato, California 94949",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/republic-of-tea,The Republic of Tea,,,,
,"3400 Phinney Ave N.
Seattle, WA 98103",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/theo-chocolate,Theo Chocolate,,,,
,"20 Triform Road
Hudson, NY 12534",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/triform-camphill-community,Triform Camphill Community,,,,
,"14145 Tumbling Creek Rd.
Nevada City, CA 95959",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/tumbling-creek-farm,Tumbling Creek Farm,,,,
,"10 White Birch Road
Copake, NY 12516",,,2015-10-22,,https://web.archive.org/web/20151022184749/http://www.biodynamicfood.org:80/biodynamic/turtle-tree-seed,Turtle Tree Seed,,,,
,"11505 Perpetual Drive
Odessa, FL 33556",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/seitenbacher-america-llc,Seitenbacher America LLC,,,,
,"501 West Seven Stars Road
Phoenixville, PA 19460",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/seven-stars-dairy-farm,Seven Stars Dairy Farm,,,,
,"8880 Worden Hill Road
Dundee, OR 97115",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/sims-vineyard,Sims Vineyard,,,,
,"1732 Topanga Skyline Dr.
Topanga, CA 90290",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/skyline-organic-farm,Skyline Organic Farms,,,,
,"8080 Orcutt Road
San Luis Obispo, CA 93401",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/sawyer-lindquist-vineyard,Slide Hill Vineyard,,,,
,"1004 Clinton Street
Napa, CA 94559",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/smith-anderson-enterprises-inc,Smith Anderson Wine Group,,,,
,"4038 Green Valley School Road
Sebastopol, CA 95472",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/sophia-s-garden,Sophia's Garden,,,,
,"2852 F Lane
Jennings, KS 67643",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/stephens-farm,Stephens Farm,,,,
,"655 Willowside Road
Santa Rosa, CA 95401",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/summerfield-waldorf-school,Summerfield Waldorf School,,,,
,"3810 Rose Street
Schiller Park, IL 60176",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/sun-belle,Sun Belle,,,,
,"2001 Duncan Springs Road
Hopland, CA 95449",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/sun-hawk-farms,SunHawk Farms,,,,
,"6107 Highway 133
Carbondale, CO 81623",,,2016-07-15,,https://web.archive.org/web/20160715074049/http://www.biodynamicfood.org:80/biodynamic/sustainable-settings,Sustainable Settings,,,,
,"Post Office Box 610
Forestville, CA 95436",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/radio-coteau-wine-cellars-llc,"Radio-Coteau Wine Cellars, LLC",,,,
,"3937 Bannister Road
Fair Oaks, CA 95628",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/raphael-gardens,Raphael Gardens,,,,
,"849 Z Infandel Lane
Saint Helena, CA 94574",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/raymond-vineyard-and-cellar,Raymond Vineyard and Cellar,,,,
,"2322 West 4375 North
Cedar City, UT 84721",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/red-acre-farm,Red Acre Farm CSA,,,,
,"6294 Searsburg Road
Trumansburg, NY 14886",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/remembrance-farm,Remembrance Farm,,,,
,"13 Evergreen Road
Sandy Hook, CT 6482",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/rockwell-organic,"Rockwell Organic, LLC",,,,
,"303 Adobe Canyon Rd.
Kenwood, CA 95452",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/rose-ranch,Rose Ranch,,,,
,"63 Le Fante Drive
Bayonne, NJ 07002",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/royal-wine-llc,"Royal Wine, LLC",,,,
,"75976 Booth Kelly Camp Road
Dorena, OR 97434",,,2015-10-22,,https://web.archive.org/web/20151022184743/http://www.biodynamicfood.org:80/biodynamic/ruby-and-amber-s-organic-oasis,Ruby and Amber's Organic Oasis,,,,
,"14450 Camino Del Arroyo
Guerneville, CA 95445",,,2015-10-22,,https://web.archive.org/web/20151022184738/http://www.biodynamicfood.org:80/biodynamic/quantum-culture,Quantum Culture,,,,
,"4900 West Dry Creek Road
Healdsburg, CA 95448",,,2015-10-22,,https://web.archive.org/web/20151022184738/http://www.biodynamicfood.org:80/biodynamic/quivira-vineyards-winery,Quivira Vineyards & Winery,,,,
,"4665 Santa Maria Mesa Road
Santa Maria, CA 93454",,,2015-10-22,,https://web.archive.org/web/20151022184738/http://www.biodynamicfood.org:80/biodynamic/qupe-verdad-wine-cellars,Qupe/Verdad Wine Cellars,,,,
,"2660 Blue Horizon Road
Sedona, AZ 86336",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/pacari-chocolate,Pacari Chocolate,,,,
,"4650 S 5500 W
Victor, ID 83455",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/paradise-springs-farm,Paradise Springs Farm,,,,
,"26567 North Road
Hotchkiss, CO 81419",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/peak-spirits-farm-distillery,Peak Spirits Farm Distillery,,,,
,"9315 Ne Red Hills Road
Dundee, OR 97115",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/pearl-vineyard,Pearl Vineyard,,,,
,"Post Office Box 370
San Miguel, CA 93451",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/pine-hawk-vineyards,Pine Hawk Vineyards,,,,
,"8735 Westside Road
Healdsburg, CA 95448",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/porter-creek-vineyards,Porter Creek Vineyards,,,,
,"11750 Mays Canyon Road
Guerneville, CA 95446",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/porter-bass-vineyards,Porter-Bass Vineyards,,,,
,"25 Mile Marker  Kamehmeha Highway
Kaunakakai, HI 96748",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/pu-u-o-hoku-ranch-ltd,Pu'u O Hoku Ranch Ltd.,,,,
,"Buenos Aires 68   (5500) Godoy Cruz Mendoza, Mendoza  Argentina
",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/puerto-ancona-s-a,Puerto Ancona S.A.,,,,
,"1421 Chiquita Road
Healdsburg, CA 95448",,,2015-10-22,,https://web.archive.org/web/20151022184732/http://www.biodynamicfood.org:80/biodynamic/puma-springs-vineyards,Puma Springs Vineyards,,,,
