acreage,address,business,crops,date,email,link,name,phone,processed_products,profile,state,vineyard,website,winery
,"55 Wenzels Lane
Hudson, NY 12534, United States",,"Fruit,Strawberries,Vegetables,Beetroot,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cucumbers,Eggplant,Garlic,Kale,Lettuce,Leek,Melons,Onions,Pepper Capsicum,Potatoes,Radishes Red,Shallots,Spinach,Sweet Potatoes,Tomatoes,Turnips,Herbs And Spices,Basil,Coriander,Dill,Nettle,Oregano,Parsley,Sorrel,Thyme,Legumes,Beans,Peas Green,Fodder And Grassland,Fodder Crops,Rough Grazing,Oil Crops,Sunflowers,Other Crops,Other Annual Crops",2015-10-23,,https://web.archive.org/web/20151023082914/http://www.biodynamicfood.org:80/biodynamic/cowberry-crossing,Cowberry Crossing,518-828-2682,,"Cowberry Crossing Farm is located on fifty acres in Claverack, New York.  The farmers, Richard & Cecile Harrison are committed to local, humane, sustainable farming and the farm is certified both organic and biodynamic.  The small traditional family-run farm has a large and varied vegetable garden providing especially high quality produce for our customers.  Animals found on the farm include chickens, ducks, turkeys, rabbits, sheep, pigs, cows, horses, cats, bees, and Glory, the border collie.  All are fed organic feed and spend their days roaming freely on the farm.
The many facets of Biodynamics can be experienced directly at Cowberry Crossing farm.  Biodynamic agriculture was the first ecological farming system to arise in response to commercial fertilizers and specialized agriculture.  It is the highest standard of organic and sustainable farming yielding maximum soil health.  Optimum soil health fosters a healthier environment and more nutritious plants which of course lead to healthier animals and human beings.
Animals found on the farm include chickens, ducks, turkeys, rabbits, sheep, pigs, cows, horses, cats, bees, and our latest addition, Glory – the border collie.  The ideal Biodynamic farm should strive to be home to five primary farm animals: cows, sheep, chickens, horses, and pigs.  Each of these amazing creatures make unique and vital contributions to the balance and health of the farm in terms of the way that they eat from the land, the nourishing of the soil from their manure, pest control, weed control, aeration of soil, and much more.
The bees also make so many special contributions to their surroundings.  Perhaps one of the more noticeable benefits of keeping bees on the farm is the increase in produce yields due to their pollinating as they gather nectar and pollen.
Humane treatment dictates that the animals are able to live as closely as possible to their natural rhythms and instincts in a stress-free environment with the highest quality food we can offer.  All the animals are pastured or free-roaming.  Even the rabbits (this is not easy!).  We wouldn’t dream of maiming an animal for convenience of production.  Our cows have horns and tails, our sheep and pigs have tails, our chickens have beaks.  All of the animals enjoy the calming influence associated with the companionship of their own kind.  This is particularly important to raising stress-free herd animals.   The young of all farm animal remain with their mothers until natural weaning occurs, starting their lives stress-free and with the best nutrition that nature intended.  Sometimes different farm animals will intermix!  The cats have been seen playing with the horses and snuggling with the lambs.  Chicks and rabbits are also quite comfortable together.
In an effort to learn more about and care for the wildlife of the farm, we have encouraged the on-farm research of local biologists, Conrad and Claudia Vispo (founders of the Farmscape Ecology Program).  To our surprise and delight, they have found two quite rare creatures living on the farm:  the bronze copper butterfly and the leopard frog.  Both of these species depend on the wet meadows habitat of the farm which, at first glance, many people consider somewhat useless.
Other wildlife spotted on the farm include deer, raccoon, coyote, the American bald eagle,  opossum, squirrel, rabbit, fox, duck, turkey, red-tail hawks, owls, bats, fire flies, pheasant, bobcat, and countless varieties of  bird.  It is important to leave portions of farmland wild as homes for these creatures.  While some wild animals can be an occasional nuisance to farming, they also can greatly contribute to a healthy farm organism.  For example, wild animals keep the farm’s rodent and insect pest populations in check.",NY,,www. cowberrycrossingfarm.com,
49 acres Acres,"35 East 8500 South
Victor, ID 83455, United States",Farm | ,"Vegetables,Beetroot,Broccoli,Carrots,Cauliflower,Chicory Root,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsnips,Pepper Capsicum,Potatoes,Radishes Red,Spinach,Tomatoes,Turnips,Herbs And Spices,Basil,Coriander,Dill,Mint,Oregano,Sage,Sorrel,Thyme,Legumes,Beans,Peas Green,Fodder And Grassland,Fodder Crops,Grassland,Seeds And Seedlings,Seedlings,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops",2015-10-23,,https://web.archive.org/web/20151023082736/http://www.biodynamicfood.org:80/biodynamic/cosmic-apple-gardens,Cosmic Apple Gardens,208-787-2082,,"Located in Victor Idaho at 6,300 feet in the heart of the Teton Valley, CAG is a 30-acre farm with over 10 acres of organic garden vegetables and grazing farm animals. The farm has been growing food for people in Teton County, including folks in Jackson Wyoming, since 1996.  The CSA has 200 members, and supplies vegetables, herbs, and flowers.
The CSA offers sixteen weekly deliveries of vegetables, herbs, and flowers.  Add on’s include cheese, bread, beef and pork.  CSA members also receive 20% off at the Teton Valley Market in Driggs and the People’s Market and Jackson Farmers’ Market in Jackson .
Cropped: 12 acre garden, 18 pasture, 19 Hay Acres
Total Acreage: 49 acres Acres",ID,,www.cosmicapple.com/,
,"20121 SW Leonardo Lane
Beaverton, OR 97007, United States",Biodynamic | Vineyard | Winery | ,"Fruit,Grapes For Wine",2015-10-15,,https://web.archive.org/web/20151015011222/http://www.biodynamicfood.org:80/biodynamic/cooper-mountain-vineyards,Cooper Mountain Vineyards,503-649-0027,"Wine,Wine Red,Wine Rosé,Wine White","Our philosophy at Cooper Mountain is simple.
To craft authentic wines with minimalistic intervention while respecting the soils they originate from.
In 1978 Cooper Mountain Vineyards began a quest that has brought us to more than 100 acres of pinot noir, pinot gris and chardonnay in the Northern Willlamette Valley. We invite you to be apart of that story.",OR,True,coopermountainwine.com,True
34 Acres,"17201 NW 40th Street
Raymond, NE 68428, United States",Farm | Nursery | ,"Fruit,Apples,Pears,Plums,Raspberries,Strawberries,Vegetables,Beetroot,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Chinese Cabbage,Courgette,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Okra,Parsnips,Pepper Capsicum,Potatoes,Pumpkin,Radishes Red,Rhubarb,Spinach,Spring Onions,Sweet Potatoes,Tomatoes,Turnips,Watermelons,Herbs And Spices,Basil,Chervil,Chives,Coriander,Dill,Echinacea,Fennel Spice,Herbs,Lavender,Lemongrass,Lovage,Marjoram,Oregano,Parsley,Rosemary,Sage,Savory,Spices,Sorrel,Tarragon,Thyme,Legumes,Beans,Peas Green,Fodder And Grassland,Fodder Crops,Rough Grazing,Seeds And Seedlings,Seedlings,Seeds,Vegetable Seeds,Other Crops,Aloe Vera,Other Annual Crops,Other Permanent Crops",2015-08-01,commongoodfarm.com,https://web.archive.org/web/20150801012222/http://www.biodynamicfood.org:80/biodynamic/common-good-farm,Common Good Farm,402-783-9005,,"Common Good Farm is a mom & pop family farm...small, sustainable, certified organic & Biodynamic...growing good food since Autumn of 1996 for southeast Nebraska.  We are just 15 miles northwest of Lincoln, Nebraska -- near Raymond. We’re committed to sustaining a family farm to provide delicious, healthful food for our community & neighbors...to tend the soil, grow the food & love the land.
We grow over 45 different kinds of produce -- 4 acres of veggies & herbs. We also have certified organic & Biodynamic veggie & herb plants in the springtime at our plant sale, as well as raise pastured pork, grass-fed beef & a pasture-based laying flock for gorgeous organic eggs.
The heartbeat of our farm is our CSA, offering seasonal CSA shares with an option for a 12-week and 15-week Summer CSA & a separate Fall Harvest CSA. We're at Old Cheney Farmer’s Market in Lincoln; find us there from opening day through July and then again for October.
Cropped: 4+ Acres
Total Acreage: 34 Acres",NE,,,
233 Acres,"317 Prospect St.
Montrose, PA 18801, United States",Organic Beverages | Biodynamic | Farm | Farm and On-Farm Processor of Fruits and Herbs | Medicinal Herb Garden and Apothecary | Agriculture Education | ,"Fruit,Blackberries,Blueberries,Cherries,Currants Black,Elderberries,Gooseberries,Grapes,Kiwifruit Golden,Lingon Berries,Mulberries,Paw Paw,Plums,Raspberries,Vegetables,Asparagus,Beetroot,Cabbage,Cucumbers,Florence Fennel,Garlic,Horseradish,Kohlrabi,Leek,Onions,Okra,Parsnips,Pepper Capsicum,Pumpkin,Radishes Red,Rhubarb,Shallots,Tomatoes,Turnips,Herbs And Spices,Basil,Calendula,Chives,Coriander,Cress,Dill,Ginger,Herbs,Lavender,Lemongrass,Lemon Herb,Medicinal Herbs,Mint,Nettle,Oregano,Parsley,Rosemary,Sage,Tarragon,Thyme,Wild Garlic,Nuts,Hazelnuts,Legumes,Beans,Clover Red,Peas,Grains,Buckwheat,Oats,Quinoa,Rye,Sweet Corn,Wheat Winter,Fodder And Grassland,Fodder Crops,Oil Crops,Flax,Other Crops,Flowers,Hops,Other Annual Crops,Other Permanent Crops",2015-10-24,,https://web.archive.org/web/20151024055620/http://www.biodynamicfood.org:80/biodynamic/carlton-farms,Carlton Farms,(570) 396-0886,"Cereals And Grains And Seeds,Buckwheat,Linseed,Quinoa,Rye,Wheat,Herbs And Spices And Salt,Herb Salt,Wool","Carlton Farms is a diversified certified organic/Biodynamic operation located in the Endless Mountains region of northeast Pennsylvania.  Primary meat products include chicken, lamb, and yak.  Crops include tulsi, lemon balm, medicinal and culinary herbs, seasonal vegetables, fruits, berries, grains, and nuts.   Carlton Farms has been in the same family since it was founded in the late 1800's.  Our goal is not only to produce the healthiest possible foods but to educate our customers and the community on the advantages of our farming practices.  We also join with like minded farmers in marketing and distributing our products to CSAs and co-ops.  In recent years we have worked to develop value-added products, primarily finishing salts that we mix with herbs and flowers grown on the farm and a vinegar-based product called Fire Tonic with health and culinary applications.
Cropped: 127 Acres
Total Acreage: 233 Acres",PA,,www.carltonfarms.net,
,"760 E. Santa Maria Street
Santa Paula, CA 93060, United States",Organic Food Processor and Vendor | ,,2015-10-23,,https://web.archive.org/web/20151023082908/http://www.biodynamicfood.org:80/biodynamic/cafealtura,Cafe Altura,800-526-8328,"Coffee And Instant Beverages,Roasted Coffee Ground,Roasted Coffee Whole","Cafe Altura Organic Coffee, founded in 1980, is a family run business focusing on Organic, Fair trade and Biodynamic Coffees.  Cafe Altura's history is tied to the first Biodynamic coffee farm in Chiapas, Mexico called La Finca Irlanda.  After visiting this finca in the seventies, Chris Shepherd founded Cafe Altura in the US and chose to focus solely on Coffee after falling in love with the farm and the family that runs it to this day - the Peters Family.
Since that time, Cafe Altura has broadened its range of products to include a full line of Organic, Fair Trade and Biodynamic coffees.
Cafe Altura's roasting operation is located in Santa Paula, CA.  All coffees are roasted by hand in small batches in a 25 kilo Probat roaster.",CA,,www.cafealtura.com,
,"3320 Reche Road
Fallbrook, CA 92028, United States",Farm and On-Farm Processor of Fruits and Herbs | ,"Fruit,Cherimoya Annona Cherimola,Guava,Kumquats,Lemons,Lime,Oranges,Blood Orange,Passion Fruit,Pears,Persimmon,Pomegranates,Satsumas,Herbs And Spices,Bay Leaf,Lemongrass,Other Crops,Other Annual Crops",2017-07-11,helene@lavignefruits.com,https://web.archive.org/web/20170711211830/http://www.biodynamicfood.org:80/biodynamic/beck-grove,Beck Grove,760.723.9997,,"As a visionary, I take unusual fruit, without much of a market potential, and create exciting and innovative condiments. As founder and principal of La Vigne Organics, and a Certified Organic Grower, the fruit that I grow has an unmistakably fresh flavor. The organic process enhances the flavor. When they taste my sample oranges at the farmer’s market they come back and buy them. My oranges have a sweeter flavor.
About eighteen years ago I decided to make products from the fruit that my husband, Robert, and I grow on our property. With an abundance of persimmons and kumquats I couldn’t see go to waste I began my line of condiments. Thus, in the spirit of preservation, my first product, dried persimmons, was created. The second product was Kumquat Piquant Sauce, a delightfully unique condiment, which is still marketed.
In the Beck home, cookbooks from almost every culture imaginable line the walls of the study. Helene not only owns these books, but is also a voracious reader and uses ideas garnered from these books to create her innovative line of condiments. “I have merged a long-time interest in multi-cultural cuisine with a passion for nutrition and a lifetime of gourmet cooking into La Vigne products,” she said. That, coupled with a commitment to ecology, has contributed to the development of La Vigne Organic’s distinctive line of gourmet foods made entirely from fruits certified organic by CCOF. “I want consumers to remember our label as a symbol of wonderful tastes leading to good health.”
La Vigne Enterprises was founded in 1994, after Helene and Robert moved to North County San Diego to pursue a healthful lifestyle in a beautiful rural area. They converted a neglected avocado farm into an abundant grove, producing fifteen different fruit crops, all of which are one hundred percent organic. Their grove is devoted to less-mainstream fruits, including kumquats, persimmons, cherimoyas, minneolas and blood oranges.
With Helene’s interest in exotic foods and as an organic grower of tree fruits, she found the opportunity to create delicious sauces, conserves and condiments from the fruit. The gourmet condiments Helene has created under the La Vigne label are Kumquat Conserve, Kumquat Piquant Sauce, Kumquat Ginger Syrup, Blood Orange Syrup, Persimmon Salsa, Persimmon Salad Dressing, Persimmon Chipotle and Dried Fuyu Persimmons. La Vigne also produces purees and juices from the kumquat and the persimmon.
Helene believes that with good, fresh food to start with, you can make tasty dishes. The quality of the soil and its nutrients makes a considerable difference in the flavor of the food grown. The Becks use natural fertilizers and traditional organic farming methods to enrich their land. “It gives me a great feeling of accomplishment when I hear that our fruit – even though it may look like others – has a quality and taste that leads consumers not only to want more but to experiment with new textures and tastes,” said Helene.
“ People are becoming aware that good food is their best medicine, and I feel I can help in a small way through my farming practices,” Helene commented. “It is my goal to continue to add nutritional value and taste to all our fruits.” She also encourages chefs to seek out the La Vigne organic line, which, she is confident, will contribute special values to their culinary creations.
The diverse food industry constantly changes, demanding ingenuity and new ideas. Helene Beck and La Vigne are setting the world on fire with their fresh fruit and condiments. “I am proud and happy to enjoy two roles, as an organic grower of fine, fresh fruits and also a developer of condiments, purées and dried snacks.",CA,,www.lavignefruits.com,
,"7 Great North Road
Parry Sound, Ontario P2A 2X8, Canada",Organic Food Processor and Vendor | ,,2016-02-24,,https://web.archive.org/web/20160224024902/http://www.biodynamicfood.org:80/biodynamic/crofters-food-ltd,Crofters Food Ltd.,(705) 746-6301,"Spreads,Fruit Spreads","Crofter’s Organic fruit spreads have been a family favorite for 25 years. Our jars hold the best tasting organic, Non-GMO Project Verified ingredients, and 1/3 less sugar than traditional preserves. Amazing fruit taste, better nutrition with only 30 calories per serving, and no preservatives or colors; just clean, organic fruity goodness. From source to spread, Crofter’s great taste shines, and makes every day perfectly sweet!
Our motivation behind producing Biodynamic® spreads stems from our belief that food should be produced organically, in the most sustainable way possible, and benefit the environment. Since the founding of Crofter’s Organic, John Warner, M.Sc., P.Ag, has been integral to shaping our quality management programs. Warner grew up on his family’s local Biodynamic® farm, and still works the farm today. Using his knowledge of Biodynamic® principles and degree in environmental toxicology, Warner shaped Crofter’s early organic system, long before there were standardized USDA Organic regulations. With Crofter’s Biodynamic® fruit spreads, we are really going back to our roots.",,,www.croftersorganic.com,
,"55 Wenzels Lane
Hudson, NY 12534, United States",,"Vegetables,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Cucumbers,Eggplant,Florence Fennel,Garlic,Horseradish,Kale,Lettuce,Leek,Onions,Pepper Capsicum,Potatoes,Radishes Red,Shallots,Spinach,Sweet Potatoes,Tomatoes,Turnips,Herbs And Spices,Basil,Chives,Coriander,Dill,Nettle,Oregano,Parsley,Sorrel,Thyme,Legumes,Beans,Peas Green,Fodder And Grassland,Fodder Crops,Rough Grazing,Oil Crops,Sunflowers,Other Crops,Other Annual Crops",2017-05-08,cowberrycrossingfarm@gmail.com,https://web.archive.org/web/20170508223107/http://www.biodynamicfood.org:80/biodynamic/cowberry-crossing,Cowberry Crossing,518-828-2682,,"Cowberry Crossing Farm is located on fifty acres in Claverack, New York.  The farmers, Richard & Cecile Harrison are committed to local, humane, sustainable farming and the farm is certified both organic and biodynamic.  The small traditional family-run farm has a large and varied vegetable garden providing especially high quality produce for our customers.  Animals found on the farm include chickens, ducks, turkeys, rabbits, sheep, pigs, cows, horses, cats, bees, and Glory, the border collie.  All are fed organic feed and spend their days roaming freely on the farm.
The many facets of Biodynamics can be experienced directly at Cowberry Crossing farm.  Biodynamic agriculture was the first ecological farming system to arise in response to commercial fertilizers and specialized agriculture.  It is the highest standard of organic and sustainable farming yielding maximum soil health.  Optimum soil health fosters a healthier environment and more nutritious plants which of course lead to healthier animals and human beings.
Animals found on the farm include chickens, ducks, turkeys, rabbits, sheep, pigs, cows, horses, cats, bees, and our latest addition, Glory – the border collie.  The ideal Biodynamic farm should strive to be home to five primary farm animals: cows, sheep, chickens, horses, and pigs.  Each of these amazing creatures make unique and vital contributions to the balance and health of the farm in terms of the way that they eat from the land, the nourishing of the soil from their manure, pest control, weed control, aeration of soil, and much more.
The bees also make so many special contributions to their surroundings.  Perhaps one of the more noticeable benefits of keeping bees on the farm is the increase in produce yields due to their pollinating as they gather nectar and pollen.
Humane treatment dictates that the animals are able to live as closely as possible to their natural rhythms and instincts in a stress-free environment with the highest quality food we can offer.  All the animals are pastured or free-roaming.  Even the rabbits (this is not easy!).  We wouldn’t dream of maiming an animal for convenience of production.  Our cows have horns and tails, our sheep and pigs have tails, our chickens have beaks.  All of the animals enjoy the calming influence associated with the companionship of their own kind.  This is particularly important to raising stress-free herd animals.   The young of all farm animal remain with their mothers until natural weaning occurs, starting their lives stress-free and with the best nutrition that nature intended.  Sometimes different farm animals will intermix!  The cats have been seen playing with the horses and snuggling with the lambs.  Chicks and rabbits are also quite comfortable together.
In an effort to learn more about and care for the wildlife of the farm, we have encouraged the on-farm research of local biologists, Conrad and Claudia Vispo (founders of the Farmscape Ecology Program).  To our surprise and delight, they have found two quite rare creatures living on the farm:  the bronze copper butterfly and the leopard frog.  Both of these species depend on the wet meadows habitat of the farm which, at first glance, many people consider somewhat useless.
Other wildlife spotted on the farm include deer, raccoon, coyote, the American bald eagle,  opossum, squirrel, rabbit, fox, duck, turkey, red-tail hawks, owls, bats, fire flies, pheasant, bobcat, and countless varieties of  bird.  It is important to leave portions of farmland wild as homes for these creatures.  While some wild animals can be an occasional nuisance to farming, they also can greatly contribute to a healthy farm organism.  For example, wild animals keep the farm’s rodent and insect pest populations in check.",NY,,www.cowberrycrossingfarm.com,
49 acres Acres,"35 East 8500 South
Victor, ID 83455, United States",Farm | ,"Vegetables,Beetroot,Broccoli,Cabbage,Carrots,Cauliflower,Chicory Root,Chinese Cabbage,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsnips,Pepper Capsicum,Potatoes,Radishes Red,Spinach,Tomatoes,Turnips,Herbs And Spices,Basil,Coriander,Dill,Mint,Oregano,Sage,Sorrel,Thyme,Legumes,Beans,Peas Green,Fodder And Grassland,Fodder Crops,Grassland,Seeds And Seedlings,Seedlings,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops",2015-01-05,,https://web.archive.org/web/20150105045532/http://www.biodynamicfood.org:80/biodynamic/cosmic-apple-gardens,Cosmic Apple Gardens,208-787-2082,"Meat And Eggs,Eggs,Beef","Located in Victor Idaho at 6,300 feet in the heart of the Teton Valley, CAG is a 30-acre farm with over 10 acres of organic garden vegetables and grazing farm animals. The farm has been growing food for people in Teton County, including folks in Jackson Wyoming, since 1996.  The CSA has 200 members, and supplies vegetables, herbs, and flowers.
The CSA offers sixteen weekly deliveries of vegetables, herbs, and flowers.  Add on’s include cheese, bread, beef and pork.  CSA members also receive 20% off at the Teton Valley Market in Driggs and the People’s Market and Jackson Farmers’ Market in Jackson .
Cropped: 12 acre garden, 18 pasture, 19 Hay Acres
Total Acreage: 49 acres Acres",ID,,www.cosmicapple.com/,
34 Acres,"17201 NW 40th Street
Raymond, NE 68428, United States",Farm | Nursery | ,"Fruit,Apples,Pears,Plums,Raspberries,Strawberries,Vegetables,Beetroot,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Chinese Cabbage,Courgette,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Okra,Parsnips,Pepper Capsicum,Potatoes,Pumpkin,Radishes Red,Rhubarb,Spinach,Spring Onions,Sweet Potatoes,Tomatoes,Turnips,Watermelons,Herbs And Spices,Basil,Chervil,Chives,Coriander,Dill,Fennel Spice,Herbs,Lavender,Lemongrass,Lovage,Marjoram,Oregano,Parsley,Rosemary,Sage,Savory,Spices,Sorrel,Tarragon,Thyme,Legumes,Beans,Peas Green,Seeds And Seedlings,Seedlings,Seeds,Vegetable Seeds,Other Crops,Aloe Vera,Other Annual Crops,Other Permanent Crops",2015-01-05,commongoodfarm.com,https://web.archive.org/web/20150105045528/http://www.biodynamicfood.org:80/biodynamic/common-good-farm,Common Good Farm,402-783-9005,,"Common Good Farm is a mom & pop family farm...small, sustainable, certified organic & Biodynamic...growing good food since Autumn of 1996 for southeast Nebraska.  We are just 15 miles northwest of Lincoln, Nebraska -- near Raymond. We’re committed to sustaining a family farm to provide delicious, healthful food for our community & neighbors...to tend the soil, grow the food & love the land.
We grow over 45 different kinds of produce -- 4 acres of veggies & herbs. We also have certified organic & Biodynamic veggie & herb plants in the springtime at our plant sale, as well as raise pastured pork, grass-fed beef & a pasture-based laying flock for gorgeous organic eggs.
The heartbeat of our farm is our CSA, offering seasonal CSA shares with an option for a 12-week and 15-week Summer CSA & a separate Fall Harvest CSA. We're at Old Cheney Farmer’s Market in Lincoln; find us there from opening day through July and then again for October.
Cropped: 4+ Acres
Total Acreage: 34 Acres",NE,,,
233 Acres,"317 Prospect St.
Montrose, PA 18801, United States",Organic Beverages | Biodynamic | Farm | Farm and On-Farm Processor of Fruits and Herbs | Medicinal Herb Garden and Apothecary | Agriculture Education | ,"Fruit,Blackberries,Blueberries,Cherries,Currants Black,Elderberries,Gooseberries,Grapes,Kiwifruit Golden,Lingon Berries,Mulberries,Paw Paw,Plums,Raspberries,Vegetables,Asparagus,Beetroot,Cabbage,Cucumbers,Florence Fennel,Garlic,Horseradish,Kohlrabi,Leek,Onions,Okra,Parsnips,Pepper Capsicum,Pumpkin,Rhubarb,Shallots,Tomatoes,Turnips,Herbs And Spices,Basil,Calendula,Chives,Coriander,Cress,Dill,Ginger,Herbs,Lavender,Lemongrass,Lemon Herb,Medicinal Herbs,Mint,Nettle,Oregano,Parsley,Rosemary,Sage,Tarragon,Thyme,Wild Garlic,Nuts,Hazelnuts,Legumes,Beans,Clover Red,Peas,Grains,Buckwheat,Oats,Quinoa,Rye,Sweet Corn,Wheat Winter,Fodder And Grassland,Fodder Crops,Oil Crops,Flax,Other Crops,Flowers,Hops,Other Annual Crops,Other Permanent Crops",2014-12-29,,https://web.archive.org/web/20141229135631/http://www.biodynamicfood.org:80/biodynamic/carlton-farms,Carlton Farms,(570) 396-0886,"Other Plant Products,Herbs And Spices And Salt,Herb Salt,Cereals And Grains And Seeds,Buckwheat,Linseed,Quinoa,Rye,Wheat,Wool","Carlton Farms is a diversified certified organic/Biodynamic operation located in the Endless Mountains region of northeast Pennsylvania.  Primary meat products include chicken, lamb, and yak.  Crops include tulsi, lemon balm, medicinal and culinary herbs, seasonal vegetables, fruits, berries, grains, and nuts.   Carlton Farms has been in the same family since it was founded in the late 1800's.  Our goal is not only to produce the healthiest possible foods but to educate our customers and the community on the advantages of our farming practices.  We also join with like minded farmers in marketing and distributing our products to CSAs and co-ops.  In recent years we have worked to develop value-added products, primarily finishing salts that we mix with herbs and flowers grown on the farm and a vinegar-based product called Fire Tonic with health and culinary applications.
Cropped: 127 Acres
Total Acreage: 233 Acres",PA,,www.carltonfarms.net,
,"4561 Market Street, Suite B
Ventura, CA 93000, United States",Organic Food Processor and Vendor | ,,2017-05-02,Chris@cafealtura.com,https://web.archive.org/web/20170502005611/http://www.biodynamicfood.org:80/biodynamic/cafealtura,Cafe Altura,800-526-8328,"Coffee And Instant Beverages,Roasted Coffee Ground,Roasted Coffee Whole","Cafe Altura Organic Coffee, founded in 1980, is a family run business focusing on Organic, Fair trade and Biodynamic Coffees.  Cafe Altura's history is tied to the first Biodynamic coffee farm in Chiapas, Mexico called La Finca Irlanda.  After visiting this finca in the seventies, Chris Shepherd founded Cafe Altura in the US and chose to focus solely on Coffee after falling in love with the farm and the family that runs it to this day - the Peters Family.
Since that time, Cafe Altura has broadened its range of products to include a full line of Organic, Fair Trade and Biodynamic coffees.
Cafe Altura's roasting operation is located in Santa Paula, CA.  All coffees are roasted by hand in small batches in a 25 kilo Probat roaster.",CA,,www.cafealtura.com,
,"3320 Reche Road
Fallbrook, CA 92028, United States",Farm and On-Farm Processor of Fruits and Herbs | ,"Fruit,Cherimoya Annona Cherimola,Guava,Kumquats,Lemons,Lime,Oranges,Blood Orange,Passion Fruit,Pears,Persimmon,Pomegranates,Satsumas,Herbs And Spices,Bay Leaf,Lemongrass,Other Crops,Other Annual Crops",2017-08-13,helene@lavignefruits.com,https://web.archive.org/web/20170813010155/http://www.biodynamicfood.org:80/biodynamic/beck-grove,Beck Grove,760.723.9997,,"As a visionary, I take unusual fruit, without much of a market potential, and create exciting and innovative condiments. As founder and principal of La Vigne Organics, and a Certified Organic Grower, the fruit that I grow has an unmistakably fresh flavor. The organic process enhances the flavor. When they taste my sample oranges at the farmer’s market they come back and buy them. My oranges have a sweeter flavor.
About eighteen years ago I decided to make products from the fruit that my husband, Robert, and I grow on our property. With an abundance of persimmons and kumquats I couldn’t see go to waste I began my line of condiments. Thus, in the spirit of preservation, my first product, dried persimmons, was created. The second product was Kumquat Piquant Sauce, a delightfully unique condiment, which is still marketed.
In the Beck home, cookbooks from almost every culture imaginable line the walls of the study. Helene not only owns these books, but is also a voracious reader and uses ideas garnered from these books to create her innovative line of condiments. “I have merged a long-time interest in multi-cultural cuisine with a passion for nutrition and a lifetime of gourmet cooking into La Vigne products,” she said. That, coupled with a commitment to ecology, has contributed to the development of La Vigne Organic’s distinctive line of gourmet foods made entirely from fruits certified organic by CCOF. “I want consumers to remember our label as a symbol of wonderful tastes leading to good health.”
La Vigne Enterprises was founded in 1994, after Helene and Robert moved to North County San Diego to pursue a healthful lifestyle in a beautiful rural area. They converted a neglected avocado farm into an abundant grove, producing fifteen different fruit crops, all of which are one hundred percent organic. Their grove is devoted to less-mainstream fruits, including kumquats, persimmons, cherimoyas, minneolas and blood oranges.
With Helene’s interest in exotic foods and as an organic grower of tree fruits, she found the opportunity to create delicious sauces, conserves and condiments from the fruit. The gourmet condiments Helene has created under the La Vigne label are Kumquat Conserve, Kumquat Piquant Sauce, Kumquat Ginger Syrup, Blood Orange Syrup, Persimmon Salsa, Persimmon Salad Dressing, Persimmon Chipotle and Dried Fuyu Persimmons. La Vigne also produces purees and juices from the kumquat and the persimmon.
Helene believes that with good, fresh food to start with, you can make tasty dishes. The quality of the soil and its nutrients makes a considerable difference in the flavor of the food grown. The Becks use natural fertilizers and traditional organic farming methods to enrich their land. “It gives me a great feeling of accomplishment when I hear that our fruit – even though it may look like others – has a quality and taste that leads consumers not only to want more but to experiment with new textures and tastes,” said Helene.
“ People are becoming aware that good food is their best medicine, and I feel I can help in a small way through my farming practices,” Helene commented. “It is my goal to continue to add nutritional value and taste to all our fruits.” She also encourages chefs to seek out the La Vigne organic line, which, she is confident, will contribute special values to their culinary creations.
The diverse food industry constantly changes, demanding ingenuity and new ideas. Helene Beck and La Vigne are setting the world on fire with their fresh fruit and condiments. “I am proud and happy to enjoy two roles, as an organic grower of fine, fresh fruits and also a developer of condiments, purées and dried snacks.",CA,,www.lavignefruits.com,
